,PART_ID,TYPE,MANUFACTURER,YEAR,QUANTITY,PRICE,SUBTOTAL_INVENTORY,ACTIVE
1926,PART1927,battery,Honda,2008,99.0,426.94,42267.06,
1927,PART1928,transmission,Ford,2001,56.0,124.29,6960.240000000001,0.0
1928,PART1929,battery,Volkswagen,2009,32.0,491.59,15730.88,1.0
1929,PART1930,battery,BMW,2005,62.0,426.14,26420.68,0.0
1930,PART1931,transmission,Honda,2003,45.0,304.52,13703.4,
1931,PART1932,engine,Audi,2020,58.0,310.9,18032.199999999997,1.0
1932,PART1933,transmission,Audi,2007,21.0,76.55,1607.55,
1933,PART1934,battery,Volkswagen,2007,42.0,258.08,10839.359999999999,1.0
1934,PART1935,engine,Mercedes,2008,30.0,498.59,14957.699999999999,
1935,PART1936,suspension,Honda,2021,45.0,305.83,13762.349999999999,
1936,PART1937,tire,Ford,2012,93.0,299.35,27839.550000000003,0.0
1937,PART1938,brake,Toyota,2020,42.0,286.56,12035.52,
1938,PART1939,transmission,Toyota,2007,37.0,362.2,13401.4,
1939,PART1940,engine,Ford,2012,86.0,259.57,22323.02,0.0
1940,PART1941,engine,Audi,2001,18.0,150.52,2709.36,
1941,PART1942,engine,BMW,2005,24.0,382.01,9168.24,
1942,PART1943,transmission,Volkswagen,2008,98.0,78.14,7657.72,
1943,PART1944,tire,Volkswagen,2020,72.0,51.87,3734.64,1.0
1944,PART1945,suspension,Ford,2017,91.0,86.36,7858.76,1.0
1945,PART1946,brake,Volkswagen,2006,4.0,96.99,387.96,0.0
1946,PART1947,transmission,Ford,2019,48.0,77.08,3699.84,
1947,PART1948,engine,BMW,2014,80.0,212.31,16984.8,
1948,PART1949,tire,Mercedes,2010,71.0,187.64,13322.439999999999,
1949,PART1950,suspension,Volkswagen,2013,28.0,245.59,6876.52,1.0
1950,PART1951,battery,Volkswagen,2006,70.0,188.0,13160.0,1.0
1951,PART1952,brake,Audi,2008,97.0,323.51,31380.469999999998,0.0
1952,PART1953,tire,Honda,2019,30.0,190.17,5705.099999999999,0.0
1953,PART1954,tire,Ford,2003,48.0,300.99,14447.52,1.0
1954,PART1955,battery,Audi,2005,67.0,129.02,8644.34,
1955,PART1956,tire,BMW,2003,48.0,213.2,10233.599999999999,
1956,PART1957,engine,Volkswagen,2011,14.0,369.05,5166.7,1.0
1957,PART1958,engine,Toyota,2007,49.0,474.1,23230.9,0.0
1958,PART1959,transmission,Toyota,2012,30.0,229.71,6891.3,1.0
1959,PART1960,engine,Honda,2014,50.0,456.4,22820.0,1.0
1960,PART1961,transmission,Toyota,2019,11.0,348.49,3833.3900000000003,0.0
1961,PART1962,brake,Honda,2009,90.0,128.79,11591.099999999999,1.0
1962,PART1963,suspension,Mercedes,2008,91.0,56.31,5124.21,1.0
1963,PART1964,transmission,Volkswagen,2005,33.0,65.1,2148.2999999999997,1.0
1964,PART1965,engine,Toyota,2019,21.0,468.48,9838.08,0.0
1965,PART1966,battery,Honda,2008,44.0,315.34,13874.96,
1966,PART1967,tire,Honda,2011,35.0,363.42,12719.7,0.0
1967,PART1968,tire,Toyota,2005,26.0,165.88,4312.88,1.0
1968,PART1969,suspension,Audi,2017,25.0,492.76,12319.0,0.0
1969,PART1970,suspension,BMW,2005,3.0,424.96,1274.8799999999999,
1970,PART1971,brake,BMW,2009,76.0,321.09,24402.839999999997,
1971,PART1972,engine,Honda,2020,21.0,101.12,2123.52,1.0
1972,PART1973,tire,Honda,2020,13.0,370.42,4815.46,0.0
1973,PART1974,tire,BMW,2014,15.0,100.29,1504.3500000000001,1.0
1974,PART1975,transmission,Mercedes,2016,36.0,233.38,8401.68,
1975,PART1976,tire,Volkswagen,2012,13.0,342.14,4447.82,
1976,PART1977,suspension,Toyota,2021,52.0,355.88,18505.76,1.0
1977,PART1978,engine,Ford,2013,59.0,71.58,4223.22,1.0
1978,PART1979,transmission,Mercedes,2018,64.0,310.72,19886.08,
1979,PART1980,engine,Audi,2001,96.0,495.53,47570.88,
1980,PART1981,brake,Ford,2000,22.0,422.71,9299.619999999999,0.0
1981,PART1982,suspension,Ford,2016,2.0,280.76,561.52,1.0
1982,PART1983,transmission,Volkswagen,2010,44.0,192.46,8468.24,
1983,PART1984,tire,Mercedes,2017,53.0,94.04,4984.12,
1984,PART1985,tire,Honda,2000,90.0,314.32,28288.8,1.0
1985,PART1986,battery,Mercedes,2014,75.0,383.29,28746.75,0.0
1986,PART1987,tire,Honda,2011,76.0,498.99,37923.24,
1987,PART1988,engine,Mercedes,2020,96.0,248.19,23826.239999999998,
1988,PART1989,suspension,Audi,2004,4.0,264.49,1057.96,
1989,PART1990,battery,Toyota,2008,39.0,77.11,3007.29,1.0
1990,PART1991,transmission,Volkswagen,2005,83.0,148.9,12358.7,1.0
1991,PART1992,suspension,Mercedes,2012,31.0,170.16,5274.96,
1992,PART1993,engine,Honda,2014,5.0,412.81,2064.05,0.0
1993,PART1994,transmission,BMW,2015,3.0,210.42,631.26,
1994,PART1995,engine,Toyota,2006,70.0,69.11,4837.7,0.0
1995,PART1996,brake,Audi,2002,52.0,263.1,13681.2,1.0
1996,PART1997,suspension,Volkswagen,2006,24.0,364.24,8741.76,
1997,PART1998,engine,BMW,2005,7.0,450.31,3152.17,0.0
1998,PART1999,engine,Ford,2009,73.0,272.79,19913.670000000002,
1999,PART2000,suspension,Audi,2015,89.0,419.24,37312.36,0.0
2000,PART2001,engine,Audi,2000,3.0,293.2,879.5999999999999,
2001,PART2002,suspension,Audi,2010,35.0,134.48,4706.799999999999,1.0
2002,PART2003,tire,Honda,2014,48.0,408.21,19594.079999999998,
2003,PART2004,tire,Toyota,2008,53.0,98.26,5207.780000000001,0.0
2004,PART2005,transmission,Ford,2014,65.0,281.35,18287.75,
2005,PART2006,tire,Mercedes,2014,38.0,140.37,5334.06,1.0
2006,PART2007,suspension,Volkswagen,2018,26.0,261.89,6809.139999999999,1.0
2007,PART2008,battery,Toyota,2013,38.0,175.42,6665.959999999999,0.0
2008,PART2009,transmission,Honda,2002,47.0,62.19,2922.93,0.0
2009,PART2010,transmission,Toyota,2022,71.0,426.48,30280.08,
2010,PART2011,tire,Ford,2013,20.0,135.27,2705.4,0.0
2011,PART2012,tire,Toyota,2010,42.0,375.1,15754.2,
2012,PART2013,battery,Mercedes,2012,40.0,349.7,13988.0,0.0
2013,PART2014,engine,Audi,2012,11.0,56.93,626.23,0.0
2014,PART2015,suspension,Mercedes,2010,30.0,312.37,9371.1,1.0
2015,PART2016,battery,Honda,2014,57.0,103.45,5896.650000000001,
2016,PART2017,battery,Toyota,2015,64.0,99.29,6354.56,1.0
2017,PART2018,tire,Audi,2013,19.0,352.18,6691.42,
2018,PART2019,engine,Audi,2011,54.0,263.73,14241.420000000002,0.0
2019,PART2020,suspension,Honda,2004,55.0,348.31,19157.05,
2020,PART2021,transmission,Volkswagen,2003,21.0,127.8,2683.7999999999997,
2021,PART2022,battery,Toyota,2011,76.0,72.02,5473.5199999999995,1.0
2022,PART2023,engine,Ford,2000,67.0,365.71,24502.57,
2023,PART2024,engine,Volkswagen,2002,49.0,210.97,10337.53,0.0
2024,PART2025,tire,BMW,2006,81.0,434.99,35234.19,
2025,PART2026,battery,Volkswagen,2004,22.0,160.77,3536.94,1.0
2026,PART2027,tire,Toyota,2007,88.0,121.22,10667.36,1.0
2027,PART2028,suspension,BMW,2000,83.0,103.26,8570.58,1.0
2028,PART2029,battery,BMW,2021,57.0,250.95,14304.15,
2029,PART2030,suspension,Audi,2011,28.0,483.94,13550.32,0.0
2030,PART2031,transmission,Honda,2018,64.0,263.74,16879.36,
2031,PART2032,transmission,Toyota,2016,17.0,265.09,4506.53,
2032,PART2033,battery,Mercedes,2003,98.0,164.71,16141.58,0.0
2033,PART2034,transmission,Toyota,2007,27.0,219.47,5925.69,
2034,PART2035,engine,Audi,2002,92.0,132.91,12227.72,1.0
2035,PART2036,brake,Audi,2001,7.0,348.64,2440.48,
2036,PART2037,tire,Mercedes,2002,25.0,127.94,3198.5,0.0
2037,PART2038,suspension,Toyota,2012,48.0,166.65,7999.200000000001,1.0
2038,PART2039,transmission,Mercedes,2007,49.0,461.76,22626.239999999998,0.0
2039,PART2040,brake,Honda,2008,46.0,361.91,16647.86,
2040,PART2041,transmission,Mercedes,2004,80.0,360.77,28861.6,0.0
2041,PART2042,brake,Honda,2015,79.0,483.81,38220.99,1.0
2042,PART2043,engine,Toyota,2020,93.0,76.12,7079.160000000001,1.0
2043,PART2044,suspension,Audi,2015,51.0,415.97,21214.47,0.0
2044,PART2045,brake,Audi,2016,89.0,416.91,37104.990000000005,0.0
2045,PART2046,transmission,Mercedes,2017,57.0,239.44,13648.08,1.0
2046,PART2047,battery,Toyota,2022,52.0,143.91,7483.32,1.0
2047,PART2048,battery,Mercedes,2017,99.0,250.73,24822.27,
2048,PART2049,engine,Audi,2014,92.0,149.51,13754.919999999998,1.0
2049,PART2050,battery,Honda,2012,46.0,407.71,18754.66,
2050,PART2051,brake,BMW,2001,48.0,138.85,6664.799999999999,0.0
2051,PART2052,suspension,Audi,2008,48.0,382.7,18369.6,
2052,PART2053,suspension,Mercedes,2019,47.0,215.77,10141.19,1.0
2053,PART2054,engine,BMW,2004,22.0,309.97,6819.34,1.0
2054,PART2055,battery,Ford,2014,94.0,108.88,10234.72,1.0
2055,PART2056,brake,Mercedes,2006,34.0,208.33,7083.22,
2056,PART2057,transmission,BMW,2013,17.0,333.46,5668.82,1.0
2057,PART2058,engine,Mercedes,2022,94.0,474.35,44588.9,1.0
2058,PART2059,battery,Volkswagen,2014,28.0,421.89,11812.92,0.0
2059,PART2060,engine,Mercedes,2007,89.0,216.71,19287.190000000002,1.0
2060,PART2061,battery,Mercedes,2006,35.0,303.02,10605.699999999999,1.0
2061,PART2062,brake,Mercedes,2008,37.0,201.31,7448.47,0.0
2062,PART2063,transmission,Mercedes,2011,55.0,110.59,6082.45,0.0
2063,PART2064,battery,Honda,2001,24.0,124.07,2977.68,0.0
2064,PART2065,transmission,Mercedes,2020,38.0,382.39,14530.82,0.0
2065,PART2066,battery,Audi,2008,74.0,290.49,21496.260000000002,
2066,PART2067,battery,Honda,2002,84.0,119.82,10064.88,
2067,PART2068,transmission,Volkswagen,2007,45.0,351.2,15804.0,1.0
2068,PART2069,transmission,Audi,2019,11.0,425.84,4684.24,0.0
2069,PART2070,transmission,Honda,2012,68.0,402.18,27348.24,0.0
2070,PART2071,battery,Toyota,2019,53.0,438.66,23248.98,1.0
2071,PART2072,suspension,Toyota,2016,27.0,488.29,13183.83,0.0
2072,PART2073,tire,Audi,2018,69.0,254.44,17556.36,1.0
2073,PART2074,brake,Ford,2011,61.0,452.96,27630.559999999998,0.0
2074,PART2075,battery,Volkswagen,2000,96.0,101.92,9784.32,1.0
2075,PART2076,engine,Ford,2021,61.0,233.59,14248.99,0.0
2076,PART2077,tire,Audi,2007,81.0,333.42,27007.02,0.0
2077,PART2078,suspension,Honda,2012,35.0,278.89,9761.15,0.0
2078,PART2079,battery,Ford,2006,39.0,410.52,16010.279999999999,1.0
2079,PART2080,tire,Toyota,2019,80.0,320.04,25603.2,1.0
2080,PART2081,brake,Toyota,2015,85.0,431.42,36670.700000000004,0.0
2081,PART2082,engine,Mercedes,2001,67.0,432.14,28953.379999999997,1.0
2082,PART2083,suspension,Mercedes,2021,45.0,144.59,6506.55,
2083,PART2084,battery,Audi,2021,92.0,446.5,41078.0,
2084,PART2085,engine,Volkswagen,2019,95.0,81.56,7748.2,0.0
2085,PART2086,transmission,Audi,2008,85.0,266.82,22679.7,
2086,PART2087,transmission,Audi,2003,84.0,203.28,17075.52,1.0
2087,PART2088,battery,Audi,2004,43.0,252.36,10851.480000000001,0.0
2088,PART2089,tire,Toyota,2005,84.0,178.27,14974.68,0.0
2089,PART2090,tire,Audi,2022,72.0,421.56,30352.32,1.0
2090,PART2091,suspension,Mercedes,2017,83.0,129.04,10710.32,1.0
2091,PART2092,engine,Ford,2019,10.0,486.95,4869.5,1.0
2092,PART2093,transmission,Ford,2006,99.0,134.42,13307.579999999998,1.0
2093,PART2094,tire,Audi,2001,20.0,173.09,3461.8,1.0
2094,PART2095,suspension,Ford,2011,5.0,120.82,604.0999999999999,1.0
2095,PART2096,transmission,Honda,2002,79.0,215.43,17018.97,0.0
2096,PART2097,brake,BMW,2020,21.0,134.52,2824.92,
2097,PART2098,battery,Volkswagen,2003,69.0,487.97,33669.93,1.0
2098,PART2099,engine,BMW,2005,39.0,259.3,10112.7,1.0
2099,PART2100,tire,Audi,2003,17.0,480.91,8175.47,0.0
2100,PART2101,suspension,Volkswagen,2003,28.0,379.6,10628.800000000001,1.0
2101,PART2102,engine,Honda,2010,83.0,138.62,11505.460000000001,0.0
2102,PART2103,suspension,Mercedes,2016,55.0,366.29,20145.95,
2103,PART2104,tire,Honda,2019,24.0,310.48,7451.52,
2104,PART2105,transmission,Audi,2020,52.0,259.39,13488.279999999999,
2105,PART2106,suspension,Mercedes,2011,1.0,499.48,499.48,
2106,PART2107,tire,Volkswagen,2003,8.0,360.42,2883.36,0.0
2107,PART2108,tire,Mercedes,2021,79.0,426.01,33654.79,
2108,PART2109,tire,Mercedes,2005,88.0,431.94,38010.72,
2109,PART2110,tire,BMW,2004,2.0,397.63,795.26,1.0
2110,PART2111,transmission,Ford,2003,41.0,445.98,18285.18,0.0
2111,PART2112,engine,Volkswagen,2014,59.0,495.53,29236.269999999997,1.0
2112,PART2113,tire,BMW,2005,73.0,308.03,22486.19,0.0
2113,PART2114,transmission,Volkswagen,2000,75.0,264.17,19812.75,
2114,PART2115,tire,Honda,2016,8.0,431.06,3448.48,0.0
2115,PART2116,battery,Volkswagen,2021,97.0,445.38,43201.86,0.0
2116,PART2117,battery,Ford,2015,30.0,63.37,1901.1,0.0
2117,PART2118,brake,BMW,2006,90.0,163.95,14755.499999999998,1.0
2118,PART2119,transmission,Toyota,2013,46.0,117.11,5387.06,0.0
2119,PART2120,transmission,Toyota,2009,35.0,408.12,14284.2,0.0
2120,PART2121,suspension,Toyota,2006,11.0,268.07,2948.77,0.0
2121,PART2122,transmission,BMW,2008,35.0,108.62,3801.7000000000003,0.0
2122,PART2123,transmission,Audi,2001,81.0,247.1,20015.1,1.0
2123,PART2124,tire,BMW,2015,24.0,158.01,3792.24,
2124,PART2125,engine,Toyota,2020,89.0,483.84,43061.759999999995,1.0
2125,PART2126,battery,Audi,2016,16.0,286.39,4582.24,
2126,PART2127,tire,Audi,2000,48.0,126.37,6065.76,1.0
2127,PART2128,battery,Volkswagen,2021,48.0,277.12,13301.76,1.0
2128,PART2129,transmission,Audi,2020,90.0,275.35,24781.500000000004,1.0
2129,PART2130,battery,Toyota,2016,25.0,191.58,4789.5,0.0
2130,PART2131,transmission,Toyota,2012,61.0,412.04,25134.440000000002,
2131,PART2132,engine,Ford,2022,71.0,158.38,11244.98,
2132,PART2133,tire,Volkswagen,2004,85.0,409.36,34795.6,1.0
2133,PART2134,battery,Honda,2021,99.0,290.5,28759.5,1.0
2134,PART2135,engine,Honda,2003,87.0,263.68,22940.16,1.0
2135,PART2136,engine,Honda,2006,3.0,348.09,1044.27,
2136,PART2137,engine,Audi,2010,85.0,196.17,16674.45,
2137,PART2138,engine,Toyota,2005,29.0,51.12,1482.48,0.0
2138,PART2139,engine,Mercedes,2008,3.0,245.89,737.67,
2139,PART2140,brake,Honda,2020,71.0,344.71,24474.41,1.0
2140,PART2141,brake,Audi,2009,86.0,319.94,27514.84,1.0
2141,PART2142,brake,Volkswagen,2020,12.0,170.54,2046.48,1.0
2142,PART2143,suspension,Ford,2007,83.0,186.85,15508.55,
2143,PART2144,brake,Honda,2020,94.0,281.63,26473.22,
2144,PART2145,engine,Ford,2008,76.0,90.72,6894.72,
2145,PART2146,tire,Mercedes,2006,40.0,250.83,10033.2,
2146,PART2147,battery,Volkswagen,2000,80.0,329.51,26360.8,
2147,PART2148,suspension,Audi,2007,97.0,253.07,24547.79,1.0
2148,PART2149,battery,Honda,2006,27.0,333.29,8998.83,1.0
2149,PART2150,tire,Mercedes,2001,92.0,346.18,31848.56,
2150,PART2151,tire,BMW,2000,49.0,260.24,12751.76,
2151,PART2152,tire,BMW,2021,19.0,409.21,7774.99,
2152,PART2153,transmission,Ford,2022,11.0,445.09,4895.99,1.0
2153,PART2154,battery,Toyota,2020,90.0,404.18,36376.2,0.0
2154,PART2155,battery,Volkswagen,2002,32.0,144.94,4638.08,
2155,PART2156,tire,Honda,2000,87.0,85.32,7422.839999999999,
2156,PART2157,battery,Honda,2009,61.0,257.36,15698.960000000001,
2157,PART2158,suspension,Toyota,2001,95.0,164.09,15588.550000000001,0.0
2158,PART2159,engine,Volkswagen,2005,19.0,488.38,9279.22,1.0
2159,PART2160,brake,BMW,2022,87.0,59.85,5206.95,
2160,PART2161,brake,BMW,2005,95.0,463.75,44056.25,
2161,PART2162,battery,Audi,2022,3.0,499.06,1497.18,
2162,PART2163,transmission,Audi,2007,62.0,249.62,15476.44,
2163,PART2164,tire,BMW,2019,85.0,376.33,31988.05,
2164,PART2165,engine,Volkswagen,2007,84.0,161.93,13602.12,0.0
2165,PART2166,transmission,Toyota,2017,46.0,325.54,14974.84,
2166,PART2167,transmission,BMW,2003,26.0,258.37,6717.62,1.0
2167,PART2168,engine,BMW,2007,21.0,484.26,10169.46,0.0
2168,PART2169,battery,Ford,2019,92.0,385.9,35502.799999999996,0.0
2169,PART2170,battery,Ford,2004,42.0,207.91,8732.22,
2170,PART2171,suspension,Audi,2009,9.0,139.48,1255.32,
2171,PART2172,transmission,Mercedes,2003,69.0,484.21,33410.49,0.0
2172,PART2173,battery,Honda,2013,27.0,215.46,5817.42,
2173,PART2174,transmission,Mercedes,2003,38.0,318.86,12116.68,1.0
2174,PART2175,suspension,Audi,2000,21.0,450.19,9453.99,1.0
2175,PART2176,transmission,Audi,2014,62.0,390.12,24187.44,
2176,PART2177,battery,Ford,2001,59.0,202.8,11965.2,0.0
2177,PART2178,brake,Honda,2004,92.0,331.86,30531.120000000003,0.0
2178,PART2179,battery,Audi,2004,45.0,165.3,7438.500000000001,1.0
2179,PART2180,transmission,Volkswagen,2016,55.0,59.13,3252.15,
2180,PART2181,brake,Audi,2000,32.0,62.22,1991.04,0.0
2181,PART2182,suspension,Toyota,2020,88.0,286.65,25225.199999999997,
2182,PART2183,battery,Volkswagen,2015,10.0,468.89,4688.9,1.0
2183,PART2184,suspension,Honda,2015,43.0,207.42,8919.06,0.0
2184,PART2185,battery,Toyota,2009,1.0,291.24,291.24,0.0
2185,PART2186,brake,Volkswagen,2017,8.0,158.3,1266.4,0.0
2186,PART2187,engine,Mercedes,2009,40.0,60.84,2433.6000000000004,1.0
2187,PART2188,brake,BMW,2005,34.0,289.21,9833.14,1.0
2188,PART2189,battery,Volkswagen,2014,88.0,176.13,15499.439999999999,0.0
2189,PART2190,transmission,Ford,2010,82.0,137.27,11256.140000000001,
2190,PART2191,tire,Audi,2014,72.0,72.57,5225.039999999999,
2191,PART2192,engine,Honda,2002,75.0,330.42,24781.5,0.0
2192,PART2193,engine,Toyota,2002,81.0,425.66,34478.46,0.0
2193,PART2194,battery,Mercedes,2022,89.0,393.2,34994.799999999996,
2194,PART2195,brake,Ford,2006,55.0,362.32,19927.6,1.0
2195,PART2196,battery,Honda,2008,89.0,278.14,24754.46,1.0
2196,PART2197,engine,Honda,2018,99.0,293.16,29022.840000000004,
2197,PART2198,brake,Volkswagen,2006,42.0,446.23,18741.66,0.0
2198,PART2199,battery,Ford,2008,39.0,181.79,7089.8099999999995,0.0
2199,PART2200,tire,Toyota,2012,81.0,425.9,34497.9,
2200,PART2201,tire,Toyota,2004,5.0,87.25,436.25,1.0
2201,PART2202,battery,Audi,2011,3.0,170.22,510.65999999999997,1.0
2202,PART2203,tire,Ford,2006,49.0,482.22,23628.780000000002,0.0
2203,PART2204,engine,Audi,2012,66.0,400.77,26450.82,0.0
2204,PART2205,engine,Toyota,2006,11.0,415.83,4574.13,1.0
2205,PART2206,brake,BMW,2019,73.0,239.07,17452.11,
2206,PART2207,engine,BMW,2013,21.0,50.98,1070.58,0.0
2207,PART2208,transmission,BMW,2021,55.0,251.4,13827.0,
2208,PART2209,battery,BMW,2002,21.0,324.36,6811.56,0.0
2209,PART2210,brake,Volkswagen,2017,7.0,63.61,445.27,1.0
2210,PART2211,suspension,Audi,2014,21.0,306.37,6433.77,
2211,PART2212,battery,Toyota,2012,10.0,467.89,4678.9,0.0
2212,PART2213,brake,Toyota,2012,86.0,256.53,22061.579999999998,0.0
2213,PART2214,brake,Toyota,2006,70.0,159.24,11146.800000000001,1.0
2214,PART2215,brake,Toyota,2015,4.0,434.52,1738.08,
2215,PART2216,brake,Audi,2016,57.0,415.19,23665.829999999998,0.0
2216,PART2217,tire,Mercedes,2019,5.0,443.74,2218.7,0.0
2217,PART2218,tire,Toyota,2002,51.0,271.8,13861.800000000001,1.0
2218,PART2219,brake,Audi,2020,29.0,413.03,11977.869999999999,0.0
2219,PART2220,suspension,Volkswagen,2007,33.0,243.49,8035.17,1.0
2220,PART2221,transmission,Volkswagen,2018,9.0,391.02,3519.18,0.0
2221,PART2222,suspension,Volkswagen,2015,83.0,329.99,27389.170000000002,
2222,PART2223,transmission,Toyota,2002,24.0,314.51,7548.24,1.0
2223,PART2224,brake,BMW,2005,7.0,441.23,3088.61,1.0
2224,PART2225,tire,BMW,2003,67.0,247.83,16604.61,
2225,PART2226,tire,Toyota,2013,91.0,348.51,31714.41,1.0
2226,PART2227,battery,Volkswagen,2004,60.0,186.64,11198.4,
2227,PART2228,suspension,Toyota,2007,84.0,141.78,11909.52,0.0
2228,PART2229,tire,Mercedes,2001,1.0,283.14,283.14,1.0
2229,PART2230,suspension,Mercedes,2015,83.0,250.49,20790.670000000002,0.0
2230,PART2231,tire,Audi,2007,7.0,78.33,548.31,
2231,PART2232,transmission,Volkswagen,2006,78.0,490.96,38294.88,0.0
2232,PART2233,battery,Ford,2017,63.0,362.72,22851.36,0.0
2233,PART2234,transmission,Audi,2019,98.0,428.58,42000.84,0.0
2234,PART2235,tire,Ford,2008,28.0,82.65,2314.2000000000003,0.0
2235,PART2236,engine,Mercedes,2016,7.0,214.54,1501.78,0.0
2236,PART2237,battery,Volkswagen,2004,50.0,243.04,12152.0,
2237,PART2238,battery,BMW,2014,4.0,464.98,1859.92,0.0
2238,PART2239,transmission,Volkswagen,2021,1.0,338.19,338.19,
2239,PART2240,engine,Ford,2011,32.0,368.42,11789.44,
2240,PART2241,transmission,Mercedes,2021,15.0,462.0,6930.0,0.0
2241,PART2242,suspension,Ford,2011,66.0,256.87,16953.420000000002,0.0
2242,PART2243,battery,Honda,2003,5.0,422.55,2112.75,0.0
2243,PART2244,battery,Audi,2015,59.0,339.23,20014.57,0.0
2244,PART2245,engine,BMW,2017,13.0,368.66,4792.58,
2245,PART2246,brake,Toyota,2019,48.0,129.28,6205.4400000000005,0.0
2246,PART2247,tire,Volkswagen,2018,97.0,484.97,47042.090000000004,0.0
2247,PART2248,tire,Audi,2006,98.0,395.28,38737.439999999995,1.0
2248,PART2249,battery,Mercedes,2007,99.0,339.54,33614.46,
2249,PART2250,brake,Honda,2017,73.0,322.79,23563.670000000002,1.0
2250,PART2251,brake,BMW,2019,15.0,135.43,2031.45,0.0
2251,PART2252,battery,Toyota,2000,11.0,152.09,1672.99,0.0
2252,PART2253,tire,Ford,2020,19.0,323.57,6147.83,1.0
2253,PART2254,transmission,Ford,2000,20.0,290.73,5814.6,
2254,PART2255,battery,Mercedes,2002,96.0,433.43,41609.28,
2255,PART2256,suspension,Audi,2014,96.0,423.65,40670.399999999994,
2256,PART2257,tire,Volkswagen,2021,23.0,394.14,9065.22,1.0
2257,PART2258,battery,BMW,2011,99.0,486.99,48212.01,0.0
2258,PART2259,battery,Toyota,2009,76.0,188.27,14308.52,1.0
2259,PART2260,brake,Volkswagen,2018,19.0,384.65,7308.349999999999,
2260,PART2261,battery,BMW,2010,1.0,214.18,214.18,1.0
2261,PART2262,brake,Volkswagen,2014,19.0,107.64,2045.16,
2262,PART2263,battery,Ford,2001,96.0,228.67,21952.32,1.0
2263,PART2264,brake,Toyota,2008,88.0,158.93,13985.84,1.0
2264,PART2265,engine,BMW,2020,47.0,306.53,14406.909999999998,0.0
2265,PART2266,tire,Audi,2019,6.0,328.82,1972.92,0.0
2266,PART2267,brake,Mercedes,2005,30.0,178.73,5361.9,0.0
2267,PART2268,suspension,Honda,2009,75.0,95.68,7176.000000000001,0.0
2268,PART2269,tire,Audi,2017,85.0,244.66,20796.1,
2269,PART2270,brake,Ford,2004,40.0,214.43,8577.2,0.0
2270,PART2271,brake,Toyota,2004,47.0,398.88,18747.36,1.0
2271,PART2272,suspension,BMW,2011,62.0,107.99,6695.38,
2272,PART2273,suspension,Ford,2009,81.0,293.27,23754.87,0.0
2273,PART2274,engine,Volkswagen,2015,60.0,338.21,20292.6,1.0
2274,PART2275,tire,Mercedes,2021,14.0,327.0,4578.0,
2275,PART2276,transmission,BMW,2002,98.0,379.43,37184.14,
2276,PART2277,suspension,Ford,2002,29.0,58.88,1707.52,1.0
2277,PART2278,battery,BMW,2019,8.0,414.19,3313.52,1.0
2278,PART2279,engine,BMW,2017,95.0,284.54,27031.300000000003,0.0
2279,PART2280,engine,BMW,2014,13.0,99.21,1289.73,1.0
2280,PART2281,transmission,Honda,2006,72.0,251.8,18129.600000000002,0.0
2281,PART2282,tire,Mercedes,2022,1.0,57.06,57.06,
2282,PART2283,battery,Honda,2003,8.0,323.91,2591.28,
2283,PART2284,suspension,BMW,2005,95.0,361.66,34357.700000000004,0.0
2284,PART2285,engine,Honda,2006,74.0,483.64,35789.36,
2285,PART2286,tire,Audi,2019,79.0,105.84,8361.36,1.0
2286,PART2287,brake,Volkswagen,2013,92.0,487.11,44814.12,1.0
2287,PART2288,tire,Mercedes,2018,37.0,376.41,13927.17,
2288,PART2289,transmission,Honda,2000,70.0,444.82,31137.399999999998,
2289,PART2290,transmission,Mercedes,2009,48.0,75.68,3632.6400000000003,
2290,PART2291,tire,Ford,2014,16.0,334.91,5358.56,
2291,PART2292,engine,Toyota,2019,43.0,412.94,17756.42,0.0
2292,PART2293,brake,Honda,2014,87.0,399.61,34766.07,0.0
2293,PART2294,battery,Mercedes,2016,14.0,279.91,3918.7400000000002,1.0
2294,PART2295,transmission,Ford,2020,46.0,367.89,16922.94,0.0
2295,PART2296,battery,Audi,2011,40.0,291.48,11659.2,
2296,PART2297,tire,Volkswagen,2012,2.0,206.53,413.06,
2297,PART2298,engine,Honda,2017,6.0,153.92,923.52,0.0
2298,PART2299,engine,Audi,2008,74.0,178.6,13216.4,0.0
2299,PART2300,battery,Audi,2004,59.0,481.04,28381.36,0.0
2300,PART2301,battery,Honda,2015,96.0,189.46,18188.16,0.0
2301,PART2302,tire,Toyota,2003,90.0,260.87,23478.3,
2302,PART2303,brake,Toyota,2006,20.0,364.92,7298.400000000001,0.0
2303,PART2304,brake,Honda,2022,65.0,156.32,10160.8,0.0
2304,PART2305,suspension,Audi,2013,47.0,311.03,14618.409999999998,1.0
2305,PART2306,engine,Audi,2009,37.0,142.42,5269.54,
2306,PART2307,brake,Ford,2015,42.0,401.72,16872.24,1.0
2307,PART2308,suspension,Mercedes,2002,11.0,454.21,4996.3099999999995,
2308,PART2309,battery,BMW,2016,51.0,76.92,3922.92,
2309,PART2310,engine,Audi,2008,48.0,429.67,20624.16,0.0
2310,PART2311,engine,Audi,2004,14.0,439.8,6157.2,
2311,PART2312,suspension,BMW,2017,87.0,223.57,19450.59,
2312,PART2313,brake,Audi,2011,21.0,343.58,7215.179999999999,1.0
2313,PART2314,tire,BMW,2008,57.0,163.1,9296.699999999999,
2314,PART2315,transmission,BMW,2021,68.0,70.84,4817.12,
